,Computer Architecture,Programming Skills,Project Management,Communication skills,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role
982,6,5,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
983,6,5,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
984,6,1,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
985,6,1,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
986,6,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
987,6,1,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
988,6,1,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
989,6,1,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
990,6,0,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
991,6,0,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
992,6,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
993,6,0,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
994,6,0,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
995,6,0,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
996,6,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
997,6,3,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
998,6,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
999,6,3,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1000,6,3,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1001,6,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1002,6,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1003,6,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1004,6,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1005,6,2,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1006,6,2,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1007,6,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1008,6,4,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1009,6,4,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1010,6,4,4,4,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1011,6,4,4,4,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1012,6,4,4,4,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1013,6,4,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1014,6,5,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1015,6,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1016,6,5,5,5,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1017,6,5,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1018,6,5,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1019,6,5,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1020,6,1,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1021,6,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1022,6,1,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1023,6,1,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1024,6,1,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1025,6,1,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1026,6,0,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1027,6,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1028,6,0,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1029,6,0,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1030,6,0,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1031,6,0,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1032,6,3,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1033,6,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1034,6,3,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1035,6,3,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1036,6,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1037,6,3,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1038,6,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1039,6,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1040,6,2,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1041,6,2,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1042,6,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1043,6,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1044,6,4,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1045,6,4,4,4,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1046,6,4,4,4,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1047,6,4,4,4,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1048,6,4,4,4,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1049,6,4,4,4,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1050,6,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1051,6,5,5,5,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1052,6,5,5,5,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1053,6,5,5,5,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1054,6,5,5,5,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1055,6,5,5,5,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1056,6,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1057,6,1,1,1,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1058,6,1,1,1,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1059,6,1,1,1,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1060,6,1,1,1,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1061,6,1,1,1,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1062,6,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1063,6,0,0,0,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1064,6,0,0,0,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1065,6,0,0,0,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1066,6,0,0,0,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1067,6,0,0,0,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1068,6,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1069,6,3,3,3,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1070,6,3,3,3,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1071,6,3,3,3,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1072,6,3,3,3,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1073,6,3,3,3,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1074,6,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1075,6,2,2,2,0.753192124,0.394461727,0.395938854,0.189795539,0.631497733,0.118862306,0.341044491,0.232180102,0.299154907,0.175266599,Hardware Engineer
1076,6,2,2,2,0.801067347,0.378378095,0.364726024,0.080555034,0.591029025,0.038322471,0.39256068,0.109947898,0.272280117,0.242369918,Hardware Engineer
1077,6,2,2,2,0.719895342,0.433562761,0.271082563,0.108856975,0.480454565,0.162686452,0.473793463,0.177295021,0.306496356,0.228445626,Hardware Engineer
1078,6,2,2,2,0.610230417,0.546011609,0.378902403,0.160491675,0.627532204,0.220978337,0.32968859,0.182597111,0.247679587,0.294534767,Hardware Engineer
1079,6,2,2,2,0.582799869,0.456266578,0.283623586,0.116550442,0.663806794,0.233296528,0.253705946,0.209231761,0.318438732,0.286176696,Hardware Engineer
1080,4,4,4,4,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,0.358365749,0.191515097,0.276233604,0.222803578,Application Support Engineer
1081,4,4,4,4,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,0.334642466,0.119382905,0.297740958,0.21662206,Application Support Engineer
1082,4,4,4,4,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,0.346117758,0.118934995,0.323296419,0.198334703,Application Support Engineer
1083,4,4,4,4,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,0.53455894,0.106883407,0.28962847,0.278651221,Application Support Engineer
1084,4,4,4,4,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,0.41474006,0.121044312,0.237029681,0.262919054,Application Support Engineer
1085,4,4,4,4,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,0.410854647,0.144766244,0.368975729,0.209541051,Application Support Engineer
1086,5,5,5,5,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,0.26026297,0.161052821,0.308985073,0.242279915,Application Support Engineer
1087,5,5,5,5,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,0.34064901,0.171667727,0.274555449,0.228149285,Application Support Engineer
1088,5,5,5,5,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,0.589135363,0.184145244,0.413984665,0.352882932,Application Support Engineer
1089,5,5,5,5,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,0.35401545,0.214150185,0.419351794,0.169019258,Application Support Engineer
1090,5,5,5,5,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,0.477497992,0.099727135,0.303890332,0.307756876,Application Support Engineer
1091,5,5,5,5,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,0.445118308,0.139292868,0.322257052,0.233826752,Application Support Engineer
1092,1,1,1,1,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,0.385082319,0.127137644,0.253035261,0.214669262,Application Support Engineer
1093,1,1,1,1,0.706838253,0.39888808,0.311661861,0.047507641,0.644714746,0.069148153,0.376890427,0.136248956,0.310435559,0.181936339,Application Support Engineer
1094,1,1,1,1,0.739035739,0.366985706,0.392931313,0.074201979,0.642433965,0.079714342,0.392118157,0.155691162,0.308056525,0.242074667,Application Support Engineer
1095,1,1,1,1,0.7326511,0.400373762,0.174649333,0.046383378,0.627421429,0.112477783,0.28993027,0.184914845,0.337547295,0.209181688,Application Support Engineer
1096,1,1,1,1,0.746886377,0.278067102,0.309874817,0.078863841,0.558923805,0.05423181,0.332887746,0.205632767,0.269830502,0.21562074,Application Support Engineer
1097,1,1,1,1,0.78998582,0.282451477,0.327952465,0.155913922,0.515662785,0.111832719,0.356672148,0.245364731,0.384814687,0.234920517,Application Support Engineer
1098,0,0,0,0,0.670755662,0.522801215,0.513300365,0.102744002,0.729184635,0.125772123,0.325447245,0.105452376,0.309944934,0.20587248,Application Support Engineer
1099,0,0,0,0,0.707373745,0.476892811,0.45590422,0.202062962,0.621021122,0.116942502,0.45329221,0.145411939,0.302456518,0.292687797,Application Support Engineer
1100,0,0,0,0,0.813185501,0.286933478,0.267696847,0.039618885,0.542376399,0.039272401,0.43360408,0.150692312,0.334429899,0.232092022,Application Support Engineer
1101,0,0,0,0,0.672370688,0.475670385,0.37998898,0.101136332,0.583124908,0.099947144,0.430397799,0.115535833,0.328435051,0.21394943,Application Support Engineer
1102,0,0,0,0,0.725870767,0.404913979,0.315804092,0.077542219,0.569543745,0.096070389,0.456986636,0.209714543,0.510200715,0.108643236,Application Support Engineer
1103,0,0,0,0,0.705715777,0.295593258,0.317235578,0.078402411,0.562021978,0.04447218,0.39298369,0.144470093,0.330689026,0.212667589,Application Support Engineer
1104,3,3,3,3,0.730923544,0.338586651,0.325070828,0.104939903,0.61384723,0.090844889,0.398803944,0.166345775,0.351153591,0.222227757,Application Support Engineer
1105,3,3,3,3,0.657404103,0.42714514,0.430861918,0.161204475,0.518638272,0.117347719,0.512738504,0.169607862,0.327063674,0.273158641,Application Support Engineer
1106,3,3,3,3,0.652411076,0.591010711,0.550184539,0.151155404,0.714051672,0.092001501,0.364782292,0.120858715,0.275391301,0.224039591,Application Support Engineer
1107,3,3,3,3,0.609525805,0.715860707,0.549060119,0.346954316,0.726653899,0.229394458,0.478244323,0.062673911,0.252147315,0.428442277,Application Support Engineer
1108,3,3,3,3,0.8154937,0.441264388,0.537502269,0.194300398,0.584363003,0.055758711,0.474651807,0.13408339,0.316346667,0.2399473,Application Support Engineer
1109,3,3,3,3,0.671263014,0.493737847,0.466647168,0.167743884,0.713866782,0.106816728,0.320151338,0.164443616,0.307393961,0.182960587,Application Support Engineer
1110,2,2,2,2,0.766015725,0.531548301,0.456945365,0.29996154,0.698771239,0.109291849,0.229316879,0.081778703,0.181424919,0.195313719,Application Support Engineer
1111,2,2,2,2,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,0.358365749,0.191515097,0.276233604,0.222803578,Application Support Engineer
1112,2,2,2,2,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,0.334642466,0.119382905,0.297740958,0.21662206,Application Support Engineer
1113,2,2,2,2,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,0.346117758,0.118934995,0.323296419,0.198334703,Application Support Engineer
1114,2,2,2,2,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,0.53455894,0.106883407,0.28962847,0.278651221,Application Support Engineer
1115,2,2,2,2,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,0.41474006,0.121044312,0.237029681,0.262919054,Application Support Engineer
1116,4,4,4,4,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,0.410854647,0.144766244,0.368975729,0.209541051,Application Support Engineer
1117,4,4,4,4,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,0.26026297,0.161052821,0.308985073,0.242279915,Application Support Engineer
1118,4,4,4,4,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,0.34064901,0.171667727,0.274555449,0.228149285,Application Support Engineer
1119,4,4,4,4,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,0.589135363,0.184145244,0.413984665,0.352882932,Application Support Engineer
1120,4,4,4,4,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,0.35401545,0.214150185,0.419351794,0.169019258,Application Support Engineer
1121,4,4,4,4,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,0.477497992,0.099727135,0.303890332,0.307756876,Application Support Engineer
1122,5,5,5,5,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,0.445118308,0.139292868,0.322257052,0.233826752,Application Support Engineer
1123,5,5,5,5,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,0.385082319,0.127137644,0.253035261,0.214669262,Application Support Engineer
1124,5,5,5,5,0.706838253,0.39888808,0.311661861,0.047507641,0.644714746,0.069148153,0.376890427,0.136248956,0.310435559,0.181936339,Application Support Engineer
1125,5,5,5,5,0.739035739,0.366985706,0.392931313,0.074201979,0.642433965,0.079714342,0.392118157,0.155691162,0.308056525,0.242074667,Application Support Engineer
1126,5,5,5,5,0.7326511,0.400373762,0.174649333,0.046383378,0.627421429,0.112477783,0.28993027,0.184914845,0.337547295,0.209181688,Application Support Engineer
1127,5,5,5,5,0.746886377,0.278067102,0.309874817,0.078863841,0.558923805,0.05423181,0.332887746,0.205632767,0.269830502,0.21562074,Application Support Engineer
1128,1,1,1,1,0.78998582,0.282451477,0.327952465,0.155913922,0.515662785,0.111832719,0.356672148,0.245364731,0.384814687,0.234920517,Application Support Engineer
1129,1,1,1,1,0.670755662,0.522801215,0.513300365,0.102744002,0.729184635,0.125772123,0.325447245,0.105452376,0.309944934,0.20587248,Application Support Engineer
1130,1,1,1,1,0.707373745,0.476892811,0.45590422,0.202062962,0.621021122,0.116942502,0.45329221,0.145411939,0.302456518,0.292687797,Application Support Engineer
1131,1,1,1,1,0.813185501,0.286933478,0.267696847,0.039618885,0.542376399,0.039272401,0.43360408,0.150692312,0.334429899,0.232092022,Application Support Engineer
1132,1,1,1,1,0.672370688,0.475670385,0.37998898,0.101136332,0.583124908,0.099947144,0.430397799,0.115535833,0.328435051,0.21394943,Application Support Engineer
1133,1,1,1,1,0.725870767,0.404913979,0.315804092,0.077542219,0.569543745,0.096070389,0.456986636,0.209714543,0.510200715,0.108643236,Application Support Engineer
1134,0,0,0,0,0.705715777,0.295593258,0.317235578,0.078402411,0.562021978,0.04447218,0.39298369,0.144470093,0.330689026,0.212667589,Application Support Engineer
1135,0,0,0,0,0.730923544,0.338586651,0.325070828,0.104939903,0.61384723,0.090844889,0.398803944,0.166345775,0.351153591,0.222227757,Application Support Engineer
1136,0,0,0,0,0.657404103,0.42714514,0.430861918,0.161204475,0.518638272,0.117347719,0.512738504,0.169607862,0.327063674,0.273158641,Application Support Engineer
1137,0,0,0,0,0.652411076,0.591010711,0.550184539,0.151155404,0.714051672,0.092001501,0.364782292,0.120858715,0.275391301,0.224039591,Application Support Engineer
1138,0,0,0,0,0.609525805,0.715860707,0.549060119,0.346954316,0.726653899,0.229394458,0.478244323,0.062673911,0.252147315,0.428442277,Application Support Engineer
1139,0,0,0,0,0.8154937,0.441264388,0.537502269,0.194300398,0.584363003,0.055758711,0.474651807,0.13408339,0.316346667,0.2399473,Application Support Engineer
1140,3,3,3,3,0.671263014,0.493737847,0.466647168,0.167743884,0.713866782,0.106816728,0.320151338,0.164443616,0.307393961,0.182960587,Application Support Engineer
1141,3,3,3,3,0.766015725,0.531548301,0.456945365,0.29996154,0.698771239,0.109291849,0.229316879,0.081778703,0.181424919,0.195313719,Application Support Engineer
1142,3,3,3,3,0.743310577,0.33680304,0.329929516,0.079298876,0.603713112,0.076354516,0.358365749,0.191515097,0.276233604,0.222803578,Application Support Engineer
1143,3,3,3,3,0.751555029,0.365997449,0.292249141,0.052744145,0.630021556,0.054774985,0.334642466,0.119382905,0.297740958,0.21662206,Application Support Engineer
1144,3,3,3,3,0.72670986,0.453314495,0.441076606,0.070797917,0.704415872,0.068588776,0.346117758,0.118934995,0.323296419,0.198334703,Application Support Engineer
1145,3,3,3,3,0.855417277,0.485295852,0.52527174,0.190255926,0.607557038,0.05022418,0.53455894,0.106883407,0.28962847,0.278651221,Application Support Engineer
1146,2,2,2,2,0.68799449,0.68108499,0.55281859,0.264045634,0.672107372,0.23201754,0.41474006,0.121044312,0.237029681,0.262919054,Application Support Engineer
1147,2,2,2,2,0.71708999,0.430651109,0.408521621,0.047267516,0.689486226,0.071985058,0.410854647,0.144766244,0.368975729,0.209541051,Application Support Engineer
1148,2,2,2,2,0.62612897,0.645621797,0.492500782,0.155946123,0.836944513,0.17013681,0.26026297,0.161052821,0.308985073,0.242279915,Application Support Engineer
1149,2,2,2,2,0.661364848,0.498642452,0.381613133,0.154613755,0.626898359,0.131800565,0.34064901,0.171667727,0.274555449,0.228149285,Application Support Engineer
1150,2,2,2,2,0.7559071,0.501409129,0.48485522,0.364627465,0.411261215,0.164792512,0.589135363,0.184145244,0.413984665,0.352882932,Application Support Engineer
1151,2,2,2,2,0.603625659,0.310261464,0.346326573,0.108859948,0.594106658,0.139116293,0.35401545,0.214150185,0.419351794,0.169019258,Application Support Engineer
1152,4,4,4,4,0.768874206,0.637803153,0.709992829,0.538449501,0.611946452,0.203303816,0.477497992,0.099727135,0.303890332,0.307756876,Application Support Engineer
1153,4,4,4,4,0.819244075,0.240820666,0.279236312,0.037747513,0.606177663,0.022843067,0.445118308,0.139292868,0.322257052,0.233826752,Application Support Engineer
1154,4,4,4,4,0.775376701,0.409948906,0.268978181,0.052078503,0.617461693,0.053553669,0.385082319,0.127137644,0.253035261,0.214669262,Application Support Engineer
1155,4,4,4,4,0.706838253,0.39888808,0.311661861,0.047507641,0.644714746,0.069148153,0.376890427,0.136248956,0.310435559,0.181936339,Application Support Engineer
